geneNID,geneId,geneName,geneDescription,pLI,DSI,DPI
5396,7372,UMPS,uridine monophosphate synthetase,0.0001051,0.584,0.615
5398,7374,UNG,uracil DNA glycosylase,0.0017247,0.617,0.654
5403,7380,UPK3A,uroplakin 3A,1.0773e-10,0.711,0.231
5407,7386,UQCRFS1,"ubiquinol-cytochrome c reductase, Rieske iron-sulfur polypeptide 1",0.18923,0.558,0.654
5409,7389,UROD,uroporphyrinogen decarboxylase,1.2563e-08,0.521,0.769
5410,7390,UROS,uroporphyrinogen III synthase,0.031627,0.678,0.462
5411,7391,USF1,upstream transcription factor 1,0.023545,0.592,0.692
5412,7392,USF2,"upstream transcription factor 2, c-fos interacting",0.99253,0.626,0.654
5415,7399,USH2A,usherin,1.5692e-94,0.579,0.692
5416,7401,CLRN1,clarin 1,1.7074e-08,0.633,0.423
5418,7403,KDM6A,lysine demethylase 6A,1,0.498,0.769
5421,7407,VARS1,valyl-tRNA synthetase 1,1.8014e-08,0.711,0.5
5423,7409,VAV1,vav guanine nucleotide exchange factor 1,0.99993,0.556,0.769
5426,7412,VCAM1,vascular cell adhesion molecule 1,0.79791,0.422,0.808
5427,7414,VCL,vinculin,0.046788,0.575,0.654
5428,7415,VCP,valosin containing protein,0.99999,0.469,0.923
5433,7421,VDR,vitamin D receptor,1.6787e-05,0.352,0.885
5434,7422,VEGFA,vascular endothelial growth factor A,2.4085e-05,0.266,0.923
5436,7424,VEGFC,vascular endothelial growth factor C,0.49565,0.459,0.769
5437,7425,VGF,VGF nerve growth factor inducible,0.56825,0.626,0.538
5438,7428,VHL,von Hippel-Lindau tumor suppressor,0.079515,0.443,0.846
5442,7432,VIP,vasoactive intestinal peptide,0.00041995,0.437,0.846
5443,7433,VIPR1,vasoactive intestinal peptide receptor 1,7.4401e-27,0.573,0.654
5444,7434,VIPR2,vasoactive intestinal peptide receptor 2,4.718e-11,0.619,0.692
5446,7436,VLDLR,very low density lipoprotein receptor,1.9617e-11,0.558,0.692
5449,7442,TRPV1,transient receptor potential cation channel subfamily V member 1,1.0103e-16,0.446,0.885
5450,7443,VRK1,VRK serine/threonine kinase 1,0.0021149,0.621,0.615
5451,7444,VRK2,VRK serine/threonine kinase 2,1.5681e-11,0.722,0.269
5453,7447,VSNL1,visinin like 1,0.45742,0.631,0.423
5455,7450,VWF,von Willebrand factor,3.2187e-25,0.408,0.885
5458,7454,WAS,WASP actin nucleation promoting factor,0.99901,0.529,0.808
5460,7456,WIPF1,WAS/WASL interacting protein family member 1,0.90296,0.584,0.731
5462,7461,CLIP2,CAP-Gly domain containing linker protein 2,0.99997,0.529,0.808
5464,7464,CORO2A,coronin 2A,3.4457e-10,0.931,0.077
5466,7466,WFS1,wolframin ER transmembrane glycoprotein,1.6231e-38,0.528,0.846
5467,7467,WHCR,Wolf-Hirschhorn syndrome chromosome region,,0.638,0.577
5468,7468,NSD2,nuclear receptor binding SET domain protein 2,1,0.507,0.769
5469,7469,NELFA,negative elongation factor complex member A,0.13469,0.619,0.615
5470,7471,WNT1,Wnt family member 1,0.3263,0.495,0.769
5471,7472,WNT2,Wnt family member 2,0.017811,0.569,0.615
5472,7473,WNT3,Wnt family member 3,0.87515,0.536,0.808
5473,7474,WNT5A,Wnt family member 5A,0.98732,0.443,0.808
5474,7475,WNT6,Wnt family member 6,0.016431,0.67,0.269
5475,7476,WNT7A,Wnt family member 7A,0.035773,0.531,0.692
5477,7478,WNT8A,Wnt family member 8A,0.010244,0.839,0.192
5478,7479,WNT8B,Wnt family member 8B,0.010991,0.839,0.154
5479,7480,WNT10B,Wnt family member 10B,0.0003616,0.576,0.654
5480,7481,WNT11,Wnt family member 11,0.0064383,0.608,0.654
5485,7486,WRN,WRN RecQ like helicase,2.6432e-34,0.524,0.808
5486,7490,WT1,WT1 transcription factor,0.99648,0.422,0.808
5488,7494,XBP1,X-box binding protein 1,0.032014,0.477,0.846
5491,7498,XDH,xanthine dehydrogenase,2.589e-22,0.529,0.846
5494,7503,XIST,X inactive specific transcript,,0.522,0.808
5495,7504,XK,X-linked Kx blood group,0.95373,0.575,0.654
5496,7507,XPA,"XPA, DNA damage recognition and repair factor",7.8652e-05,0.52,0.846
5497,7508,XPC,"XPC complex subunit, DNA damage recognition and repair factor",3.6866e-11,0.504,0.808
5499,7512,XPNPEP2,X-prolyl aminopeptidase 2,2.867e-13,0.716,0.346
5500,7514,XPO1,exportin 1,1,0.504,0.692
5501,7515,XRCC1,X-ray repair cross complementing 1,6.3386e-09,0.421,0.923
5502,7516,XRCC2,X-ray repair cross complementing 2,3.955e-07,0.512,0.731
5503,7517,XRCC3,X-ray repair cross complementing 3,1.9134e-10,0.505,0.769
5504,7518,XRCC4,X-ray repair cross complementing 4,8.2774e-07,0.528,0.769
5505,7520,XRCC5,X-ray repair cross complementing 5,0.99999,0.554,0.808
5510,7531,YWHAE,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon,0.98479,0.53,0.692
5511,7532,YWHAG,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma,0.964,0.621,0.5
5512,7533,YWHAH,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta,0.78366,0.743,0.269
5513,7534,YWHAZ,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein zeta,0.93965,0.475,0.846
5514,7535,ZAP70,zeta chain of T cell receptor associated protein kinase 70,0.87696,0.497,0.769
5516,7538,ZFP36,ZFP36 ring finger protein,0.75244,0.523,0.692
5522,7545,ZIC1,Zic family member 1,0.93378,0.545,0.731
5523,7546,ZIC2,Zic family member 2,0.97362,0.556,0.769
5524,7547,ZIC3,Zic family member 3,0.92495,0.587,0.423
5566,7681,MKRN3,makorin ring finger protein 3,0.27756,0.619,0.615
5577,7701,ZNF142,zinc finger protein 142,4.8098e-16,0.861,0.192
5579,7703,PCGF2,polycomb group ring finger 2,0.86397,0.579,0.615
5580,7704,ZBTB16,zinc finger and BTB domain containing 16,0.99907,0.545,0.808
5582,7706,TRIM25,tripartite motif containing 25,0.0041202,0.633,0.462
5583,7707,ZNF148,zinc finger protein 148,0.99997,0.615,0.654
5590,7726,TRIM26,tripartite motif containing 26,0.17836,0.705,0.577
5592,7728,ZNF175,zinc finger protein 175,1.2701e-07,0.821,0.231
5595,7737,RNF113A,ring finger protein 113A,0.88873,0.597,0.769
5598,7741,ZSCAN26,zinc finger and SCAN domain containing 26,,0.931,0.115
5604,7753,ZNF202,zinc finger protein 202,0.5263,0.839,0.115
5616,7775,ZNF232,zinc finger protein 232,3.3651e-05,0.931,0.154
5618,7779,SLC30A1,solute carrier family 30 member 1,0.98532,0.659,0.5
5619,7780,SLC30A2,solute carrier family 30 member 2,0.080883,0.821,0.192
5620,7781,SLC30A3,solute carrier family 30 member 3,0.5421,0.691,0.423
5621,7782,SLC30A4,solute carrier family 30 member 4,0.11544,0.705,0.385
5629,7799,PRDM2,PR/SET domain 2,0.99996,0.545,0.769
5631,7803,PTP4A1,protein tyrosine phosphatase 4A1,0.28236,0.711,0.385
5632,7804,LRP8,LDL receptor related protein 8,0.99983,0.644,0.346
5635,7809,BSND,barttin CLCNK type accessory subunit beta,1.0949e-10,0.603,0.692
5636,7812,CSDE1,cold shock domain containing E1,1,0.769,0.308
5637,7813,EVI5,ecotropic viral integration site 5,1.9654e-11,0.743,0.346
5638,7818,DAP3,death associated protein 3,1.1143e-09,0.686,0.385
5640,7827,NPHS2,"NPHS2 stomatin family member, podocin",7.2218e-09,0.576,0.538
5645,7839,LEPQTL1,"Leptin, serum levels of",,0.638,0.385
5646,7840,ALMS1,ALMS1 centrosome and basal body associated protein,4.4999e-60,0.559,0.808
5647,7841,MOGS,mannosyl-oligosaccharide glucosidase,5.8071e-11,0.626,0.731
5649,7846,TUBA1A,tubulin alpha 1a,0.96654,0.597,0.769
5650,7849,PAX8,paired box 8,0.99869,0.477,0.731
5652,7851,MALL,"mal, T cell differentiation protein like",0.23241,0.821,0.154
5653,7852,CXCR4,C-X-C motif chemokine receptor 4,0.017804,0.362,0.923
5655,7857,SCG2,secretogranin II,2.1176e-05,0.628,0.615
5656,7862,BRPF1,bromodomain and PHD finger containing 1,1,0.686,0.385
5660,7869,SEMA3B,semaphorin 3B,,0.633,0.615
5663,7874,USP7,ubiquitin specific peptidase 7,1,0.538,0.808
5666,7881,KCNAB1,potassium voltage-gated channel subfamily A member regulatory beta subunit 1,0.042256,0.821,0.115
5676,7913,DEK,DEK proto-oncogene,0.13065,0.542,0.769
5677,7915,ALDH5A1,aldehyde dehydrogenase 5 family member A1,3.0504e-07,0.619,0.462
5678,7916,PRRC2A,proline rich coiled-coil 2A,1,0.656,0.654
5679,7917,BAG6,BAG cochaperone 6,1,0.674,0.615
5680,7918,GPANK1,G-patch domain and ankyrin repeats 1,3.2444e-07,0.769,0.385
5681,7919,DDX39B,DExD-box helicase 39B,0.99725,0.641,0.808
5684,7922,SLC39A7,solute carrier family 39 member 7,0.082078,0.743,0.385
5685,7923,HSD17B8,hydroxysteroid 17-beta dehydrogenase 8,3.6923e-05,0.805,0.346
5686,7932,OR2H2,olfactory receptor family 2 subfamily H member 2,1.9104e-05,1,0.115
5688,7936,NELFE,negative elongation factor complex member E,0.006895,0.686,0.5
5692,7940,LST1,leukocyte specific transcript 1,0.0011303,0.792,0.308
5693,7941,PLA2G7,phospholipase A2 group VII,5.3314e-22,0.537,0.769
5701,7957,EPM2A,"EPM2A glucan phosphatase, laforin",8.7182e-06,0.608,0.577
5704,7971,GHS,Goldenhar syndrome,,0.659,0.615
5707,7976,FZD3,frizzled class receptor 3,0.00043561,0.659,0.577
5710,7979,SEM1,SEM1 26S proteasome complex subunit,0.018168,0.633,0.538
5711,7980,TFPI2,tissue factor pathway inhibitor 2,0.00084274,0.521,0.769
5717,7994,KAT6A,lysine acetyltransferase 6A,1,0.56,0.769
5718,8000,PSCA,prostate stem cell antigen,0.16856,0.555,0.615
5721,8013,NR4A3,nuclear receptor subfamily 4 group A member 3,0.9126,0.502,0.808
5723,8021,NUP214,nucleoporin 214,0.054748,0.638,0.385
5724,8022,LHX3,LIM homeobox 3,0.010863,0.644,0.462
5728,8029,CUBN,cubilin,4.6292e-42,0.587,0.769
5729,8030,CCDC6,coiled-coil domain containing 6,0.57714,0.517,0.808
5732,8036,SHOC2,SHOC2 leucine rich repeat scaffold protein,0.99946,0.593,0.769
5737,8050,PDHX,pyruvate dehydrogenase complex component X,9.7242e-05,0.595,0.692
5739,8061,FOSL1,"FOS like 1, AP-1 transcription factor subunit",0.15849,0.519,0.846
5740,8065,CUL5,cullin 5,1,0.691,0.577
5743,8073,PTP4A2,protein tyrosine phosphatase 4A2,0.96626,0.695,0.423
5745,8076,MFAP5,microfibril associated protein 5,0.0050619,0.59,0.615
5749,8082,SSPN,sarcospan,0.039646,0.716,0.462
5750,8085,KMT2D,lysine methyltransferase 2D,1,0.465,0.808
5751,8086,AAAS,aladin WD repeat nucleoporin,2.4356e-13,0.601,0.654
5752,8087,FXR1,FMR1 autosomal homolog 1,1,0.656,0.615
5755,8091,HMGA2,high mobility group AT-hook 2,0.87015,0.429,0.808
5756,8092,ALX1,ALX homeobox 1,0.17618,0.636,0.462
5763,8106,PABPN1,poly(A) binding protein nuclear 1,0.39216,0.674,0.423
5764,8110,DPF3,double PHD fingers 3,0.020501,0.751,0.462
5768,8115,TCL1A,T cell leukemia/lymphoma 1A,5.7357e-10,0.558,0.5
5769,8120,AP3B2,adaptor related protein complex 3 subunit beta 2,0.77198,0.691,0.346
5772,8128,ST8SIA2,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",0.058099,0.674,0.538
5775,8131,NPRL3,"NPR3 like, GATOR1 complex subunit",0.19021,0.678,0.385
5777,8139,GAN,gigaxonin,0.024842,0.674,0.5
5780,8148,TAF15,TATA-box binding protein associated factor 15,0.16517,0.626,0.5
5786,8170,SLC14A2,solute carrier family 14 member 2,1.0646e-17,0.606,0.692
5795,8190,MIA,MIA SH3 domain containing,1.7345e-05,0.537,0.769
5798,8195,MKKS,McKusick-Kaufman syndrome,2.1265e-09,0.566,0.692
5799,8200,GDF5,growth differentiation factor 5,0.67002,0.511,0.692
5801,8202,NCOA3,nuclear receptor coactivator 3,0.54065,0.522,0.654
5802,8204,NRIP1,nuclear receptor interacting protein 1,0.99394,0.592,0.654
5804,8208,CHAF1B,chromatin assembly factor 1 subunit B,0.42768,0.663,0.538
5805,8209,GATD3A,glutamine amidotransferase like class 1 domain containing 3A,2.9727e-05,0.619,0.654
5807,8214,DGCR6,DiGeorge syndrome critical region gene 6,9.8176e-12,0.695,0.5
5809,8216,LZTR1,leucine zipper like transcription regulator 1,1.0211e-92,0.547,0.808
5810,8218,CLTCL1,clathrin heavy chain like 1,2.5101e-37,0.821,0.192
5811,8220,ESS2,ess-2 splicing factor homolog,2.4382e-07,0.67,0.615
5812,8224,SYN3,synapsin III,0.0018871,0.686,0.462
5820,8239,USP9X,ubiquitin specific peptidase 9 X-linked,1,0.502,0.846
5821,8241,RBM10,RNA binding motif protein 10,1,0.599,0.615
5822,8242,KDM5C,lysine demethylase 5C,1,0.581,0.538
5823,8243,SMC1A,structural maintenance of chromosomes 1A,1,0.509,0.808
5824,8260,NAA10,"N-alpha-acetyltransferase 10, NatA catalytic subunit",0.76179,0.535,0.692
5827,8269,TMEM187,transmembrane protein 187,0.015717,0.839,0.231
5828,8270,LAGE3,L antigen family member 3,0.12721,0.67,0.462
5830,8284,KDM5D,lysine demethylase 5D,0.92793,0.7,0.423
5831,8287,USP9Y,ubiquitin specific peptidase 9 Y-linked,5.7399e-05,0.743,0.269
5833,8289,ARID1A,AT-rich interaction domain 1A,1,0.455,0.846
5834,8290,H3-4,H3.4 histone,1.6542e-05,0.711,0.538
5836,8292,COLQ,collagen like tail subunit of asymmetric acetylcholinesterase,7.9356e-14,0.628,0.654
5839,8295,TRRAP,transformation/transcription domain associated protein,1,0.572,0.692
5840,8301,PICALM,phosphatidylinositol binding clathrin assembly protein,0.99896,0.592,0.538
5841,8302,KLRC4,killer cell lectin like receptor C4,0.0056771,0.666,0.654
5844,8312,AXIN1,axin 1,0.40765,0.559,0.577
5846,8314,BAP1,BRCA1 associated protein 1,0.99443,0.454,0.731
5847,8315,BRAP,BRCA1 associated protein,3.7512e-06,0.612,0.769
5849,8318,CDC45,cell division cycle 45,4.6237e-05,0.588,0.692
5850,8320,EOMES,eomesodermin,0.98443,0.619,0.692
5852,8322,FZD4,frizzled class receptor 4,0.96962,0.49,0.923
5857,8328,GFI1B,growth factor independent 1B transcriptional repressor,0.00052334,0.623,0.5
5863,8334,H2AC6,H2A clustered histone 6,0.5964,0.821,0.269
5864,8335,H2AC4,H2A clustered histone 4,0.00057284,0.89,0.154
5875,8347,H2BC4,H2B clustered histone 4,0.0038196,0.76,0.269
5886,8358,H3C2,H3 clustered histone 2,1.4796e-05,0.653,0.423
5892,8364,H4C3,H4 clustered histone 3,0.00035964,0.534,0.731
5894,8366,H4C2,H4 clustered histone 2,0.0029154,0.537,0.731
5901,8379,MAD1L1,mitotic arrest deficient 1 like 1,6.8444e-16,0.57,0.731
5908,8398,PLA2G6,phospholipase A2 group VI,2.4837e-10,0.476,0.846
5909,8399,PLA2G10,phospholipase A2 group X,0.069507,0.581,0.692
5910,8402,SLC25A11,solute carrier family 25 member 11,0.53487,0.666,0.615
5914,8406,SRPX,sushi repeat containing protein X-linked,0.0030756,0.653,0.577
5923,8418,CMAHP,"cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene",,0.805,0.346
5931,8431,NR0B2,nuclear receptor subfamily 0 group B member 2,8.3377e-06,0.474,0.808
5939,8440,NCK2,NCK adaptor protein 2,0.45789,0.743,0.5
5946,8449,DHX16,DEAH-box helicase 16,1.5996e-12,0.716,0.5
5947,8450,CUL4B,cullin 4B,1,0.556,0.769
5948,8451,CUL4A,cullin 4A,0.99999,0.597,0.654
5949,8452,CUL3,cullin 3,0.9996,0.592,0.654
5951,8454,CUL1,cullin 1,1,0.617,0.615
5952,8455,ATRN,attractin,1,0.751,0.462
5953,8456,FOXN1,forkhead box N1,0.94214,0.615,0.654
5956,8460,TPST1,tyrosylprotein sulfotransferase 1,0.29239,0.78,0.269
5957,8462,KLF11,Kruppel like factor 11,8.3215e-09,0.626,0.654
5965,8473,OGT,O-linked N-acetylglucosamine (GlcNAc) transferase,1,0.626,0.731
5966,8476,CDC42BPA,CDC42 binding protein kinase alpha,0.99309,0.722,0.423
5967,8477,GPR65,G protein-coupled receptor 65,0.1114,0.653,0.5
5969,8481,OFD1,OFD1 centriole and centriolar satellite protein,0.95968,0.51,0.808
5972,8484,GALR3,galanin receptor 3,0.00013455,0.76,0.192
5973,8487,GEMIN2,gem nuclear organelle associated protein 2,1.4999e-06,0.597,0.654
5974,8490,RGS5,regulator of G protein signaling 5,0.00053488,0.647,0.423
5977,8493,PPM1D,"protein phosphatase, Mg2+/Mn2+ dependent 1D",2.2321e-11,0.513,0.808
5980,8497,PPFIA4,PTPRF interacting protein alpha 4,1.9863e-05,0.821,0.308
5987,8504,PEX3,peroxisomal biogenesis factor 3,0.016335,0.595,0.731
5989,8506,CNTNAP1,contactin associated protein 1,3.445e-05,0.554,0.577
5997,8514,KCNAB2,potassium voltage-gated channel subfamily A regulatory beta subunit 2,0.79978,0.593,0.692
5999,8516,ITGA8,integrin subunit alpha 8,6.0785e-13,0.641,0.577
6000,8517,IKBKG,inhibitor of nuclear factor kappa B kinase regulatory subunit gamma,0.084853,0.493,0.769
6001,8518,ELP1,elongator complex protein 1,2.1199e-21,0.579,0.769
6007,8526,DGKE,diacylglycerol kinase epsilon,5.4906e-06,0.674,0.538
6024,8543,LMO4,LIM domain only 4,0.67667,0.638,0.5
6027,8546,AP3B1,adaptor related protein complex 3 subunit beta 1,0.61532,0.619,0.808
6028,8547,FCN3,ficolin 3,0.0038008,0.678,0.5
6033,8553,BHLHE40,basic helix-loop-helix family member e40,0.99444,0.544,0.731
6043,8564,KMO,kynurenine 3-monooxygenase,4.7825e-05,0.674,0.615
6046,8567,MADD,MAP kinase activating death domain,1.5363e-14,0.644,0.538
6050,8572,PDLIM4,PDZ and LIM domain 4,0.98283,0.659,0.462
6051,8573,CASK,calcium/calmodulin dependent serine protein kinase,1,0.538,0.808
6058,8600,TNFSF11,TNF superfamily member 11,0.0049159,0.453,0.846
6062,8604,SLC25A12,solute carrier family 25 member 12,0.21604,0.711,0.462
6070,8614,STC2,stanniocalcin 2,0.26588,0.573,0.692
6074,8621,CDK13,cyclin dependent kinase 13,0.90753,0.606,0.692
6075,8622,PDE8B,phosphodiesterase 8B,0.99905,0.638,0.5
6078,8625,RFXANK,regulatory factor X associated ankyrin containing protein,8.6716e-06,0.644,0.577
6079,8626,TP63,tumor protein p63,0.99728,0.362,0.769
6080,8629,JRK,Jrk helix-turn-helix protein,,0.612,0.5
6084,8633,UNC5C,unc-5 netrin receptor C,0.0008813,0.65,0.462
6090,8639,AOC3,amine oxidase copper containing 3,6.267e-11,0.561,0.769
6091,8642,DCHS1,dachsous cadherin-related 1,0.99997,0.592,0.731
6092,8643,PTCH2,patched 2,3.4086e-16,0.563,0.692
6093,8644,AKR1C3,aldo-keto reductase family 1 member C3,7.5812e-24,0.527,0.769
6096,8647,ABCB11,ATP binding cassette subfamily B member 11,1.5612e-12,0.566,0.654
6099,8650,NUMB,NUMB endocytic adaptor protein,0.0039959,0.619,0.731
6100,8651,SOCS1,suppressor of cytokine signaling 1,0.58544,0.445,0.808
6101,8653,DDX3Y,DEAD-box helicase 3 Y-linked,0.96494,0.722,0.269
6104,8658,TNKS,tankyrase,0.011406,0.576,0.692
6106,8660,IRS2,insulin receptor substrate 2,0.99032,0.535,0.654
6116,8671,SLC4A4,solute carrier family 4 member 4,0.99722,0.644,0.692
6120,8675,STX16,syntaxin 16,0.48261,0.656,0.538
6121,8676,STX11,syntaxin 11,0.00047412,0.729,0.346
6123,8678,BECN1,beclin 1,0.93717,0.432,0.846
6134,8698,S1PR4,sphingosine-1-phosphate receptor 4,0.0023778,0.722,0.346
6135,8701,DNAH11,dynein axonemal heavy chain 11,2.5389e-58,0.587,0.692
6142,8710,SERPINB7,serpin family B member 7,7.3773e-09,0.76,0.346
6145,8714,ABCC3,ATP binding cassette subfamily C member 3,1.2092e-26,0.517,0.769
6148,8718,TNFRSF25,TNF receptor superfamily member 25,0.0086475,0.573,0.769
6151,8722,CTSF,cathepsin F,1.9431e-13,0.716,0.462
6154,8726,EED,embryonic ectoderm development,0.99929,0.588,0.615
6156,8728,ADAM19,ADAM metallopeptidase domain 19,6.8e-05,0.659,0.538
6160,8733,GPAA1,glycosylphosphatidylinositol anchor attachment 1,5.4966e-09,0.647,0.538
6164,8738,CRADD,CASP2 and RIPK1 domain containing adaptor with death domain,0.87862,0.619,0.5
6166,8740,TNFSF14,TNF superfamily member 14,0.051663,0.529,0.769
6167,8741,TNFSF13,TNF superfamily member 13,0.81724,0.499,0.769
6168,8742,TNFSF12,TNF superfamily member 12,0.76997,0.556,0.769
6169,8743,TNFSF10,TNF superfamily member 10,0.13495,0.413,0.885
6170,8744,TNFSF9,TNF superfamily member 9,0.31823,0.579,0.692
6175,8751,ADAM15,ADAM metallopeptidase domain 15,2.4409e-16,0.626,0.577
6176,8754,ADAM9,ADAM metallopeptidase domain 9,0.029431,0.56,0.654
6181,8763,CD164,CD164 molecule,0.48906,0.674,0.462
6182,8764,TNFRSF14,TNF receptor superfamily member 14,0.80752,0.568,0.731
6184,8767,RIPK2,receptor interacting serine/threonine kinase 2,0.39282,0.587,0.769
6185,8771,TNFRSF6B,TNF receptor superfamily member 6b,3.874e-06,0.528,0.731
6186,8772,FADD,Fas associated via death domain,0.52595,0.537,0.846
6187,8773,SNAP23,synaptosome associated protein 23,0.92412,0.686,0.423
6188,8774,NAPG,NSF attachment protein gamma,0.081162,0.861,0.192
6191,8777,MPDZ,multiple PDZ domain crumbs cell polarity complex component,5.8009e-38,0.638,0.5
6200,8788,DLK1,delta like non-canonical Notch ligand 1,0.034576,0.527,0.692
6203,8792,TNFRSF11A,TNF receptor superfamily member 11a,0.0087667,0.48,0.846
6206,8795,TNFRSF10B,TNF receptor superfamily member 10b,0.00019928,0.505,0.769
6208,8797,TNFRSF10A,TNF receptor superfamily member 10a,5.0697e-15,0.521,0.731
6210,8799,PEX11B,peroxisomal biogenesis factor 11 beta,0.00013346,0.612,0.654
6212,8801,SUCLG2,succinate-CoA ligase GDP-forming subunit beta,5.7163e-14,0.78,0.308
6213,8802,SUCLG1,succinate-CoA ligase GDP/ADP-forming subunit alpha,0.00048193,0.666,0.423
6214,8803,SUCLA2,succinate-CoA ligase ADP-forming subunit beta,0.0023488,0.566,0.654
6217,8807,IL18RAP,interleukin 18 receptor accessory protein,0.0021796,0.674,0.577
6219,8809,IL18R1,interleukin 18 receptor 1,8.625e-06,0.473,0.808
6220,8811,GALR2,galanin receptor 2,6.3829e-06,0.65,0.615
6222,8813,DPM1,"dolichyl-phosphate mannosyltransferase subunit 1, catalytic",0.00016237,0.695,0.385
6224,8815,BANF1,BAF nuclear assembly factor 1,0.6518,0.599,0.692
6228,8820,HESX1,HESX homeobox 1,0.00079734,0.561,0.654
6229,8821,INPP4B,inositol polyphosphate-4-phosphatase type II B,0.55218,0.573,0.577
6230,8822,FGF17,fibroblast growth factor 17,0.95609,0.593,0.692
6232,8824,CES2,carboxylesterase 2,3.5781e-16,0.584,0.731
6234,8826,IQGAP1,IQ motif containing GTPase activating protein 1,0.99754,0.56,0.692
6235,8828,NRP2,neuropilin 2,0.00080686,0.539,0.615
6236,8829,NRP1,neuropilin 1,0.98584,0.476,0.808
6238,8831,SYNGAP1,synaptic Ras GTPase activating protein 1,1,0.584,0.577
6239,8832,CD84,CD84 molecule,6.9102e-09,0.76,0.308
6243,8836,GGH,gamma-glutamyl hydrolase,0.58132,0.608,0.5
6244,8837,CFLAR,CASP8 and FADD like apoptosis regulator,0.99967,0.485,0.846
6245,8838,CCN6,cellular communication network factor 6,0.00061942,0.568,0.731
6246,8839,CCN5,cellular communication network factor 5,1.9682e-05,0.621,0.462
6247,8840,CCN4,cellular communication network factor 4,6.3885e-07,0.554,0.692
6249,8842,PROM1,prominin 1,1.9485e-22,0.41,0.846
6250,8843,HCAR3,hydroxycarboxylic acid receptor 3,7.8636e-08,0.678,0.577
6255,8850,KAT2B,lysine acetyltransferase 2B,0.98975,0.563,0.692
6256,8851,CDK5R1,cyclin dependent kinase 5 regulatory subunit 1,0.9149,0.529,0.808
6258,8853,ASAP2,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2",0.99996,0.585,0.731
6259,8854,ALDH1A2,aldehyde dehydrogenase 1 family member A2,0.36331,0.578,0.692
6260,8856,NR1I2,nuclear receptor subfamily 1 group I member 2,7.2668e-09,0.418,0.846
6262,8858,PROZ,"protein Z, vitamin K dependent plasma glycoprotein",1.1759e-16,0.792,0.385
6263,8859,STK19,serine/threonine kinase 19,6.7428e-09,0.691,0.5
6266,8863,PER3,period circadian regulator 3,1.3661e-17,0.559,0.731
6267,8864,PER2,period circadian regulator 2,0.7148,0.488,0.846
6268,8867,SYNJ1,synaptojanin 1,0.42709,0.576,0.577
6269,8869,ST3GAL5,"ST3 beta-galactoside alpha-2,3-sialyltransferase 5",0.0013115,0.65,0.654
6270,8870,IER3,immediate early response 3,0.63122,0.593,0.769
6276,8877,SPHK1,sphingosine kinase 1,3.0327e-07,0.48,0.808
6277,8878,SQSTM1,sequestosome 1,0.00086035,0.428,0.885
6278,8879,SGPL1,sphingosine-1-phosphate lyase 1,0.0036264,0.597,0.731
6281,8882,ZPR1,ZPR1 zinc finger,8.9466e-09,0.674,0.462
6283,8884,SLC5A6,solute carrier family 5 member 6,0.0060821,0.674,0.577
6299,8905,AP1S2,adaptor related protein complex 1 subunit sigma 2,0.86702,0.631,0.615
6304,8910,SGCE,sarcoglycan epsilon,0.023761,0.626,0.538
6306,8912,CACNA1H,calcium voltage-gated channel subunit alpha1 H,4.7778e-10,0.628,0.423
6307,8913,CACNA1G,calcium voltage-gated channel subunit alpha1 G,1,0.59,0.577
6308,8914,TIMELESS,timeless circadian regulator,9.8476e-35,0.533,0.808
6309,8915,BCL10,BCL10 immune signaling adaptor,0.33709,0.491,0.769
6311,8924,HERC2,HECT and RLD domain containing E3 ubiquitin protein ligase 2,1,0.568,0.692
6312,8925,HERC1,HECT and RLD domain containing E3 ubiquitin protein ligase family member 1,1,0.674,0.5
6315,8928,FOXH1,forkhead box H1,0.041555,0.615,0.654
6316,8929,PHOX2B,paired like homeobox 2B,0.93755,0.565,0.731
6317,8930,MBD4,"methyl-CpG binding domain 4, DNA glycosylase",1.9706e-14,0.61,0.615
6321,8935,SKAP2,src kinase associated phosphoprotein 2,0.0012836,0.653,0.577
6326,8941,CDK5R2,cyclin dependent kinase 5 regulatory subunit 2,0.67068,0.769,0.346
6327,8942,KYNU,kynureninase,4.1806e-18,0.615,0.692
6328,8943,AP3D1,adaptor related protein complex 3 subunit delta 1,0.98648,0.678,0.385
6329,8945,BTRC,beta-transducin repeat containing E3 ubiquitin protein ligase,0.011942,0.601,0.731
6335,8973,CHRNA6,cholinergic receptor nicotinic alpha 6 subunit,3.5719e-08,0.711,0.346
6340,8986,RPS6KA4,ribosomal protein S6 kinase A4,0.99715,0.743,0.269
6343,8989,TRPA1,transient receptor potential cation channel subfamily A member 1,7.2309e-35,0.546,0.846
6344,8991,SELENBP1,selenium binding protein 1,3.2268e-16,0.493,0.846
6349,8996,NOL3,nucleolar protein 3,0.0001992,0.575,0.808
6350,8997,KALRN,kalirin RhoGEF kinase,1,0.644,0.654
