geneNID,geneId,geneName,geneDescription,pLI,DSI,DPI
6354,9013,TAF1C,"TATA-box binding protein associated factor, RNA polymerase I subunit C",1.4604e-24,0.861,0.192
6358,9019,MPZL1,myelin protein zero like 1,0.15905,0.736,0.462
6360,9021,SOCS3,suppressor of cytokine signaling 3,0.74613,0.434,0.808
6363,9024,BRSK2,BR serine/threonine kinase 2,0.95141,0.7,0.5
6364,9025,RNF8,ring finger protein 8,0.99943,0.695,0.462
6365,9026,HIP1R,huntingtin interacting protein 1 related,1.4566e-15,0.7,0.423
6368,9030,ERDA1,"expanded repeat domain, CAG/CTG 1",,0.736,0.154
6369,9031,BAZ1B,bromodomain adjacent to zinc finger domain 1B,1,0.53,0.731
6372,9034,CCRL2,C-C motif chemokine receptor like 2,0.36861,0.621,0.654
6373,9037,SEMA5A,semaphorin 5A,1.5403e-05,0.61,0.731
6381,9047,SH2D2A,SH2 domain containing 2A,8.2695e-07,0.78,0.192
6382,9048,ARTN,artemin,0.35793,0.48,0.846
6383,9049,AIP,aryl hydrocarbon receptor interacting protein,0.36163,0.517,0.769
6385,9051,PSTPIP1,proline-serine-threonine phosphatase interacting protein 1,2.4606e-06,0.65,0.577
6386,9052,GPRC5A,G protein-coupled receptor class C group 5 member A,6.786e-08,0.579,0.692
6389,9055,PRC1,protein regulator of cytokinesis 1,2.6753e-07,0.599,0.692
6390,9056,SLC7A7,solute carrier family 7 member 7,7.9543e-07,0.603,0.654
6404,9075,CLDN2,claudin 2,0.70328,0.575,0.692
6405,9076,CLDN1,claudin 1,0.0010103,0.481,0.808
6409,9081,PRY,PTPN13 like Y-linked,,0.861,0.115
6410,9082,XKRY,"XK related, Y-linked",,0.931,0.077
6411,9083,BPY2,basic charge Y-linked 2,,0.76,0.231
6412,9084,VCY,variable charge Y-linked,,0.89,0.231
6413,9085,CDY1,chromodomain Y-linked 1,,0.805,0.231
6417,9091,PIGQ,phosphatidylinositol glycan anchor biosynthesis class Q,1.3575e-06,0.61,0.577
6421,9095,TBX19,T-box transcription factor 19,7.1102e-06,0.695,0.462
6427,9101,USP8,ubiquitin specific peptidase 8,1,0.587,0.654
6428,9103,FCGR2C,Fc fragment of IgG receptor IIc (gene/pseudogene),,0.61,0.654
6434,9112,MTA1,metastasis associated 1,1,0.547,0.692
6435,9113,LATS1,large tumor suppressor kinase 1,0.99987,0.563,0.731
6437,9118,INA,internexin neuronal intermediate filament protein alpha,1.4818e-08,0.633,0.5
6441,9122,SLC16A4,solute carrier family 16 member 4,9.6707e-08,0.55,0.731
6445,9126,SMC3,structural maintenance of chromosomes 3,1,0.535,0.846
6450,9131,AIFM1,apoptosis inducing factor mitochondria associated 1,0.99795,0.527,0.769
6452,9133,CCNB2,cyclin B2,5.7407e-12,0.686,0.5
6454,9135,RABEP1,"rabaptin, RAB GTPase binding effector protein 1",0.99851,0.792,0.423
6459,9141,PDCD5,programmed cell death 5,0.0036424,0.61,0.538
6462,9145,SYNGR1,synaptogyrin 1,0.45121,0.736,0.346
6463,9146,HGS,hepatocyte growth factor-regulated tyrosine kinase substrate,0.0063571,0.597,0.808
6465,9148,NEURL1,neuralized E3 ubiquitin protein ligase 1,0.011091,0.556,0.538
6466,9149,DYRK1B,dual specificity tyrosine phosphorylation regulated kinase 1B,0.96905,0.647,0.462
6467,9150,CTDP1,CTD phosphatase subunit 1,0.00059966,0.641,0.577
6468,9152,SLC6A5,solute carrier family 6 member 5,8.977e-15,0.67,0.5
6470,9154,SLC28A1,solute carrier family 28 member 1,5.737e-20,0.686,0.538
6474,9162,DGKI,diacylglycerol kinase iota,0.93134,0.769,0.269
6475,9166,EBAG9,estrogen receptor binding site associated antigen 9,0.077101,0.615,0.462
6477,9168,TMSB10,thymosin beta 10,0.018038,0.641,0.577
6481,9173,IL1RL1,interleukin 1 receptor like 1,1.4407e-12,0.547,0.731
6483,9177,HTR3B,5-hydroxytryptamine receptor 3B,2.4797e-07,0.678,0.423
6484,9179,AP4M1,adaptor related protein complex 4 subunit mu 1,4.4873e-17,0.638,0.5
6485,9180,OSMR,oncostatin M receptor,9.2144e-18,0.599,0.577
6486,9181,ARHGEF2,Rho/Rac guanine nucleotide exchange factor 2,1,0.502,0.769
6489,9184,BUB3,BUB3 mitotic checkpoint protein,0.80927,0.588,0.615
6495,9194,SLC16A7,solute carrier family 16 member 7,0.0058162,0.682,0.538
6498,9200,HACD1,3-hydroxyacyl-CoA dehydratase 1,1.2914e-09,0.539,0.846
6499,9201,DCLK1,doublecortin like kinase 1,0.99964,0.545,0.615
6502,9204,ZMYM6,zinc finger MYM-type containing 6,6.2703e-13,0.931,0.115
6506,9210,BMP15,bone morphogenetic protein 15,0.0001832,0.659,0.385
6509,9213,XPR1,xenotropic and polytropic retrovirus receptor 1,0.99999,0.488,0.731
6511,9215,LARGE1,LARGE xylosyl- and glucuronyltransferase 1,0.98934,0.526,0.654
6512,9217,VAPB,VAMP associated protein B and C,0.58111,0.666,0.423
6513,9218,VAPA,VAMP associated protein A,0.35325,0.76,0.423
6517,9223,MAGI1,"membrane associated guanylate kinase, WW and PDZ domain containing 1",0.5597,0.628,0.615
6518,9227,LRAT,lecithin retinol acyltransferase,0.028354,0.608,0.654
6519,9228,DLGAP2,DLG associated protein 2,0.99989,0.736,0.385
6523,9232,PTTG1,"PTTG1 regulator of sister chromatid separation, securin",0.00042161,0.526,0.654
6524,9235,IL32,interleukin 32,3.7471e-09,0.495,0.731
6528,9241,NOG,noggin,0.89026,0.518,0.731
6534,9248,GPR50,G protein-coupled receptor 50,0.64639,0.686,0.462
6538,9254,CACNA2D2,calcium voltage-gated channel auxiliary subunit alpha2delta 2,0.99997,0.626,0.615
6539,9255,AIMP1,aminoacyl tRNA synthetase complex interacting multifunctional protein 1,3.0411e-07,0.566,0.769
6543,9261,MAPKAPK2,MAPK activated protein kinase 2,0.99957,0.587,0.769
6548,9267,CYTH1,cytohesin 1,0.99981,0.805,0.231
6552,9275,BCL7B,BAF chromatin remodeling complex subunit BCL7B,0.18519,0.821,0.308
6563,9294,S1PR2,sphingosine-1-phosphate receptor 2,0.018286,0.585,0.731
6574,9308,CD83,CD83 molecule,0.0052136,0.566,0.731
6577,9312,KCNB2,potassium voltage-gated channel subfamily B member 2,0.99613,0.89,0.154
6578,9313,MMP20,matrix metallopeptidase 20,6.0776e-14,0.663,0.538
6579,9314,KLF4,Kruppel like factor 4,0.99714,0.449,0.769
6583,9319,TRIP13,thyroid hormone receptor interactor 13,0.99606,0.559,0.654
6584,9320,TRIP12,thyroid hormone receptor interactor 12,1,0.678,0.462
6585,9321,TRIP11,thyroid hormone receptor interactor 11,1.714e-12,0.595,0.654
6588,9325,TRIP4,thyroid hormone receptor interactor 4,5.9901e-07,0.641,0.654
6589,9326,ZNHIT3,zinc finger HIT-type containing 3,5.5408e-07,0.666,0.462
6593,9332,CD163,CD163 molecule,0.0008338,0.427,0.846
6599,9341,VAMP3,vesicle associated membrane protein 3,0.0025882,0.695,0.385
6600,9342,SNAP29,synaptosome associated protein 29,0.013567,0.633,0.654
6601,9343,EFTUD2,elongation factor Tu GTP binding domain containing 2,1,0.647,0.462
6603,9348,NDST3,N-deacetylase and N-sulfotransferase 3,1.0699e-05,0.805,0.192
6606,9351,SLC9A3R2,SLC9A3 regulator 2,0.038353,0.588,0.654
6610,9355,LHX2,LIM homeobox 2,0.98812,0.678,0.615
6614,9361,LONP1,"lon peptidase 1, mitochondrial",0.9993,0.517,0.808
6617,9365,KL,klotho,0.00022444,0.448,0.769
6621,9369,NRXN3,neurexin 3,1,0.656,0.615
6622,9370,ADIPOQ,"adiponectin, C1Q and collagen domain containing",4.6434e-09,0.376,0.885
6625,9373,PLAA,phospholipase A2 activating protein,0.46873,0.597,0.692
6626,9374,PPT2,palmitoyl-protein thioesterase 2,0.0045415,0.751,0.5
6629,9377,COX5A,cytochrome c oxidase subunit 5A,0.49407,0.515,0.846
6630,9378,NRXN1,neurexin 1,0.99964,0.581,0.692
6631,9379,NRXN2,neurexin 2,0.99934,0.769,0.308
6633,9381,OTOF,otoferlin,5.3804e-39,0.691,0.385
6634,9382,COG1,component of oligomeric golgi complex 1,4.9379e-08,0.628,0.692
6636,9388,LIPG,"lipase G, endothelial type",1.0165e-10,0.633,0.615
6640,9394,HS6ST1,heparan sulfate 6-O-sulfotransferase 1,0.92349,0.617,0.731
6645,9401,RECQL4,RecQ like helicase 4,3.3132e-35,0.496,0.808
6651,9409,PEX16,peroxisomal biogenesis factor 16,8.2934e-05,0.597,0.615
6657,9415,FADS2,fatty acid desaturase 2,0.99815,0.575,0.692
6659,9419,CRIPT,CXXC repeat containing interactor of PDZ3 domain,0.00097752,0.716,0.308
6660,9420,CYP7B1,cytochrome P450 family 7 subfamily B member 1,3.2954e-06,0.563,0.692
6663,9423,NTN1,netrin 1,0.99687,0.509,0.846
6666,9426,CDY2A,chromodomain Y-linked 2A,,0.805,0.115
6667,9427,ECEL1,endothelin converting enzyme like 1,4.7923e-13,0.638,0.308
6668,9429,ABCG2,ATP binding cassette subfamily G member 2 (Junior blood group),2.0957e-32,0.419,0.885
6670,9435,CHST2,carbohydrate sulfotransferase 2,0.018039,0.76,0.269
6671,9436,NCR2,natural cytotoxicity triggering receptor 2,2.4749e-07,0.656,0.538
6672,9437,NCR1,natural cytotoxicity triggering receptor 1,7.3311e-11,0.572,0.654
6679,9445,ITM2B,integral membrane protein 2B,0.62589,0.617,0.654
6680,9446,GSTO1,glutathione S-transferase omega 1,5.0916e-09,0.541,0.769
6682,9448,MAP4K4,mitogen-activated protein kinase kinase kinase kinase 4,1,0.588,0.692
6684,9451,EIF2AK3,eukaryotic translation initiation factor 2 alpha kinase 3,0.0027603,0.501,0.808
6689,9456,HOMER1,homer scaffold protein 1,0.9992,0.636,0.538
6690,9457,FHL5,four and a half LIM domains 5,4.8464e-10,0.53,0.769
6692,9462,RASAL2,RAS protein activator like 2,0.79641,0.67,0.346
6694,9464,HAND2,heart and neural crest derivatives expressed 2,0.39908,0.612,0.5
6696,9466,IL27RA,interleukin 27 receptor subunit alpha,3.901e-12,0.659,0.731
6699,9469,CHST3,carbohydrate sulfotransferase 3,0.0072431,0.517,0.846
6701,9472,AKAP6,A-kinase anchoring protein 6,0.99983,0.695,0.538
6703,9474,ATG5,autophagy related 5,0.97758,0.462,0.885
6705,9476,NAPSA,napsin A aspartic peptidase,7.1709e-14,0.576,0.654
6708,9479,MAPK8IP1,mitogen-activated protein kinase 8 interacting protein 1,0.99983,0.716,0.462
6711,9482,STX8,syntaxin 8,1.3184e-08,0.861,0.231
6713,9487,PIGL,phosphatidylinositol glycan anchor biosynthesis class L,6.178e-09,0.581,0.731
6715,9489,PGS1,phosphatidylglycerophosphate synthase 1,1.2572e-11,1,0.038
6717,9493,KIF23,kinesin family member 23,1,0.682,0.385
6719,9496,TBX4,T-box transcription factor 4,0.5048,0.576,0.731
6720,9497,SLC4A7,solute carrier family 4 member 7,0.73616,0.716,0.423
6721,9498,SLC4A8,solute carrier family 4 member 8,0.99849,0.861,0.269
6722,9499,MYOT,myotilin,3.3663e-08,0.695,0.385
6724,9501,RPH3AL,rabphilin 3A like (without C2 domains),4.4376e-12,0.736,0.308
6726,9507,ADAMTS4,ADAM metallopeptidase with thrombospondin type 1 motif 4,1.9501e-06,0.582,0.692
6727,9508,ADAMTS3,ADAM metallopeptidase with thrombospondin type 1 motif 3,1.0278e-10,0.581,0.808
6728,9509,ADAMTS2,ADAM metallopeptidase with thrombospondin type 1 motif 2,0.9661,0.579,0.808
6729,9510,ADAMTS1,ADAM metallopeptidase with thrombospondin type 1 motif 1,0.71601,0.555,0.654
6735,9517,SPTLC2,serine palmitoyltransferase long chain base subunit 2,0.78035,0.736,0.346
6736,9518,GDF15,growth differentiation factor 15,3.0133e-07,0.429,0.808
6738,9520,NPEPPS,aminopeptidase puromycin sensitive,1,0.519,0.808
6743,9526,MPDU1,mannose-P-dolichol utilization defect 1,1.0051e-05,0.682,0.5
6748,9531,BAG3,BAG cochaperone 3,0.61738,0.498,0.846
6750,9533,POLR1C,RNA polymerase I and III subunit C,6.3221e-10,0.595,0.615
6753,9536,PTGES,prostaglandin E synthase,0.71317,0.54,0.769
6760,9545,RAB3D,"RAB3D, member RAS oncogene family",1.3302e-05,0.682,0.577
6761,9546,APBA3,amyloid beta precursor protein binding family A member 3,2.0716e-12,0.839,0.192
6762,9547,CXCL14,C-X-C motif chemokine ligand 14,0.037302,0.554,0.731
6766,9553,MRPL33,mitochondrial ribosomal protein L33,0.3655,0.792,0.269
6774,9563,H6PD,hexose-6-phosphate dehydrogenase/glucose 1-dehydrogenase,8.5874e-09,0.619,0.654
6777,9567,GTPBP1,GTP binding protein 1,0.93001,0.792,0.308
6778,9568,GABBR2,gamma-aminobutyric acid type B receptor subunit 2,0.99999,0.65,0.538
6779,9569,GTF2IRD1,GTF2I repeat domain containing 1,0.90039,0.522,0.769
6780,9570,GOSR2,golgi SNAP receptor complex member 2,4.6633e-07,0.653,0.423
6781,9572,NR1D1,nuclear receptor subfamily 1 group D member 1,0.81796,0.608,0.692
6782,9573,GDF3,growth differentiation factor 3,4.0734e-05,0.595,0.5
6783,9575,CLOCK,clock circadian regulator,0.99957,0.463,0.885
6785,9577,BABAM2,BRISC and BRCA1 A complex member 2,0.16651,0.682,0.538
6787,9580,SOX13,SRY-box transcription factor 13,0.94185,0.743,0.385
6788,9581,PREPL,prolyl endopeptidase like,2.1551e-13,0.644,0.538
6789,9582,APOBEC3B,apolipoprotein B mRNA editing enzyme catalytic subunit 3B,5.2144e-16,0.547,0.731
6793,9586,CREB5,cAMP responsive element binding protein 5,0.22337,0.682,0.538
6795,9588,PRDX6,peroxiredoxin 6,4.8237e-05,0.572,0.731
6799,9595,CYTIP,cytohesin 1 interacting protein,0.0021191,0.711,0.423
6806,9607,CARTPT,CART prepropeptide,0.093729,0.576,0.692
6809,9611,NCOR1,nuclear receptor corepressor 1,1,0.597,0.731
6810,9612,NCOR2,nuclear receptor corepressor 2,1,0.601,0.692
6815,9619,ABCG1,ATP binding cassette subfamily G member 1,0.11182,0.56,0.692
6817,9622,KLK4,kallikrein related peptidase 4,4.5377e-06,0.559,0.692
6819,9625,AATK,apoptosis associated tyrosine kinase,0.20634,0.792,0.154
6824,9630,GNA14,G protein subunit alpha 14,2.4256e-17,0.674,0.5
6825,9631,NUP155,nucleoporin 155,0.65349,0.78,0.231
6826,9632,SEC24C,"SEC24 homolog C, COPII coat complex component",1,0.543,0.808
6829,9636,ISG15,ISG15 ubiquitin like modifier,0.40527,0.531,0.808
6830,9637,FEZ2,fasciculation and elongation protein zeta 2,1.1496e-11,1,0.038
6831,9638,FEZ1,fasciculation and elongation protein zeta 1,0.75002,0.663,0.5
6832,9639,ARHGEF10,Rho guanine nucleotide exchange factor 10,6.7739e-30,0.729,0.577
6833,9640,ZNF592,zinc finger protein 592,0.99998,0.7,0.462
6834,9641,IKBKE,inhibitor of nuclear factor kappa B kinase subunit epsilon,0.0090053,0.597,0.731
6836,9644,SH3PXD2A,SH3 and PX domains 2A,0.98897,0.729,0.385
6837,9645,MICAL2,"microtubule associated monooxygenase, calponin and LIM domain containing 2",2.1766e-12,0.716,0.308
6841,9649,RALGPS1,Ral GEF with PH domain and SH3 binding motif 1,0.99999,0.861,0.231
6842,9651,PLCH2,phospholipase C eta 2,1.8065e-18,0.861,0.231
6843,9652,TTC37,tetratricopeptide repeat domain 37,1.725e-29,0.626,0.654
6847,9656,MDC1,mediator of DNA damage checkpoint 1,2.2689e-08,0.628,0.692
6848,9657,IQCB1,IQ motif containing B1,1.3581e-12,0.641,0.654
6852,9663,LPIN2,lipin 2,5.026e-05,0.628,0.615
6856,9668,ZNF432,zinc finger protein 432,3.0049e-14,0.805,0.192
6859,9671,WSCD2,WSC domain containing 2,0.78262,0.805,0.269
6860,9672,SDC3,syndecan 3,0.41455,0.711,0.654
6862,9674,KIAA0040,KIAA0040,0.20102,0.931,0.154
6865,9678,PHF14,PHD finger protein 14,0.26533,0.695,0.462
6866,9679,FAM53B,family with sequence similarity 53 member B,0.85523,0.716,0.423
6869,9683,N4BP1,NEDD4 binding protein 1,0.62056,0.78,0.308
6872,9686,VGLL4,vestigial like family member 4,0.072826,0.716,0.231
6873,9687,GREB1,growth regulating estrogen receptor binding 1,6.6023e-09,0.663,0.385
6877,9692,PRORP,protein only RNase P catalytic subunit,1.3271e-13,0.769,0.269
6883,9698,PUM1,pumilio RNA binding family member 1,1,0.653,0.654
6885,9700,ESPL1,"extra spindle pole bodies like 1, separase",1,0.647,0.462
6887,9702,CEP57,centrosomal protein 57,0.072685,0.615,0.615
6890,9705,ST18,ST18 C2H2C-type zinc finger transcription factor,0.99459,0.711,0.462
6892,9709,HERPUD1,homocysteine inducible ER protein with ubiquitin like domain 1,0.99582,0.606,0.692
6894,9711,RUBCN,rubicon autophagy regulator,1.387e-13,0.716,0.423
6900,9719,ADAMTSL2,ADAMTS like 2,0.0016001,0.666,0.346
6902,9721,GPRIN2,G protein regulated inducer of neurite outgrowth 2,3.8557e-06,0.931,0.038
6903,9722,NOS1AP,nitric oxide synthase 1 adaptor protein,0.61424,0.608,0.423
6904,9723,SEMA3E,semaphorin 3E,8.7148e-09,0.515,0.769
6907,9726,ZNF646,zinc finger protein 646,6.7754e-06,0.89,0.154
6912,9731,CEP104,centrosomal protein 104,1.2281e-12,0.67,0.423
6913,9732,DOCK4,dedicator of cytokinesis 4,0.82562,0.666,0.423
6915,9734,HDAC9,histone deacetylase 9,0.99973,0.439,0.846
6917,9736,USP34,ubiquitin specific peptidase 34,1,0.76,0.462
6922,9742,IFT140,intraflagellar transport 140,9.914e-24,0.572,0.692
6930,9750,RIPOR2,RHO family interacting cell polarization regulator 2,0.92284,0.792,0.269
6937,9758,FRMPD4,FERM and PDZ domain containing 4,1,0.674,0.423
6938,9759,HDAC4,histone deacetylase 4,1,0.484,0.885
6942,9764,KIAA0513,KIAA0513,0.23471,0.839,0.192
6948,9771,RAPGEF5,Rap guanine nucleotide exchange factor 5,0.98099,0.524,0.769
6949,9772,TMEM94,transmembrane protein 94,2.7548e-14,0.628,0.654
6956,9780,PIEZO1,piezo type mechanosensitive ion channel component 1,3.9379e-21,0.552,0.769
6958,9782,MATR3,matrin 3,1,0.631,0.538
6960,9784,SNX17,sorting nexin 17,0.0022034,0.861,0.192
6962,9786,KIAA0586,KIAA0586,5.1344e-16,0.565,0.731
6963,9787,DLGAP5,DLG associated protein 5,1.1806e-14,0.678,0.423
6964,9788,MTSS1,MTSS I-BAR domain containing 1,0.9997,0.581,0.654
6969,9793,CKAP5,cytoskeleton associated protein 5,1,0.89,0.192
6980,9811,CTIF,cap binding complex dependent translation initiation factor,0.99994,0.821,0.231
6986,9817,KEAP1,kelch like ECH associated protein 1,0.00038766,0.475,0.808
6989,9820,CUL7,cullin 7,2.5916e-21,0.633,0.5
6997,9829,DNAJC6,DnaJ heat shock protein family (Hsp40) member C6,0.99986,0.641,0.385
7001,9833,MELK,maternal embryonic leucine zipper kinase,4.5055e-22,0.566,0.577
7005,9839,ZEB2,zinc finger E-box binding homeobox 2,1,0.471,0.808
7006,9840,TESPA1,"thymocyte expressed, positive selection associated 1",4.6856e-06,0.839,0.154
7007,9841,ZBTB24,zinc finger and BTB domain containing 24,0.00020919,0.659,0.654
7008,9842,PLEKHM1,pleckstrin homology and RUN domain containing M1,0.0081382,0.691,0.577
7010,9844,ELMO1,engulfment and cell motility 1,0.89997,0.608,0.615
7011,9846,GAB2,GRB2 associated binding protein 2,0.98325,0.563,0.692
7013,9848,MFAP3L,microfibril associated protein 3 like,0.8803,0.89,0.077
7015,9851,KIAA0753,KIAA0753,1.5545e-28,0.631,0.577
7017,9853,RUSC2,RUN and SH3 domain containing 2,0.99949,0.729,0.269
7018,9855,FARP2,"FERM, ARH/RhoGEF and pleckstrin domain protein 2",4.6425e-36,0.678,0.615
7022,9859,CEP170,centrosomal protein 170,1,0.89,0.192
7025,9862,MED24,mediator complex subunit 24,3.3214e-11,0.931,0.192
7026,9863,MAGI2,"membrane associated guanylate kinase, WW and PDZ domain containing 2",0.99943,0.579,0.654
7031,9870,AREL1,apoptosis resistant E3 ubiquitin protein ligase 1,4.9149e-07,0.839,0.154
7035,9877,ZC3H11A,zinc finger CCCH-type containing 11A,0.99996,0.821,0.154
7038,9880,ZBTB39,zinc finger and BTB domain containing 39,0.00018848,1,0.077
7039,9881,TRANK1,tetratricopeptide repeat and ankyrin repeat containing 1,2.0096e-25,0.805,0.077
7045,9887,SMG7,SMG7 nonsense mediated mRNA decay factor,0.99998,0.805,0.346
7050,9894,TELO2,telomere maintenance 2,7.2029e-14,0.695,0.5
7052,9896,FIG4,FIG4 phosphoinositide 5-phosphatase,2.3423e-34,0.551,0.731
7053,9897,WASHC5,WASH complex subunit 5,8.2703e-18,0.572,0.615
7062,9907,AP5Z1,adaptor related protein complex 5 subunit zeta 1,7.2894e-31,0.7,0.346
7070,9915,ARNT2,aryl hydrocarbon receptor nuclear translocator 2,0.99142,0.599,0.731
7081,9927,MFN2,mitofusin 2,0.99415,0.471,0.846
7082,9928,KIF14,kinesin family member 14,4.1141e-05,0.578,0.654
7087,9935,MAFB,MAF bZIP transcription factor B,0.90304,0.565,0.731
7091,9939,RBM8A,RNA binding motif protein 8A,0.57268,0.604,0.692
7099,9948,WDR1,WD repeat domain 1,0.99892,0.623,0.654
7106,9957,HS3ST1,heparan sulfate-glucosamine 3-sulfotransferase 1,0.0044305,0.839,0.154
7108,9960,USP3,ubiquitin specific peptidase 3,0.99989,0.729,0.346
7109,9961,MVP,major vault protein,6.7564e-08,0.512,0.769
7110,9962,SLC23A2,solute carrier family 23 member 2,0.0062629,0.65,0.615
7112,9965,FGF19,fibroblast growth factor 19,0.57022,0.548,0.615
7113,9966,TNFSF15,TNF superfamily member 15,0.0028159,0.531,0.692
7115,9968,MED12,mediator complex subunit 12,1,0.476,0.769
7118,9971,NR1H4,nuclear receptor subfamily 1 group H member 4,0.00093892,0.513,0.808
7120,9973,CCS,copper chaperone for superoxide dismutase,8.6291e-08,0.628,0.423
7123,9978,RBX1,ring-box 1,0.94689,0.601,0.615
7130,9988,DMTF1,cyclin D binding myb like transcription factor 1,0.96706,0.729,0.462
7132,9990,SLC12A6,solute carrier family 12 member 6,0.011377,0.603,0.5
7134,9992,KCNE2,potassium voltage-gated channel subfamily E regulatory subunit 2,0.00010145,0.628,0.423
7135,9993,DGCR2,DiGeorge syndrome critical region gene 2,5.1573e-06,0.623,0.731
7137,9997,SCO2,synthesis of cytochrome C oxidase 2,7.5473e-07,0.479,0.846
7138,10000,AKT3,AKT serine/threonine kinase 3,0.99958,0.512,0.808
7139,10002,NR2E3,nuclear receptor subfamily 2 group E member 3,,0.603,0.5
7145,10008,KCNE3,potassium voltage-gated channel subfamily E regulatory subunit 3,0.4682,0.666,0.423
7146,10009,ZBTB33,zinc finger and BTB domain containing 33,0.9127,0.821,0.269
7150,10014,HDAC5,histone deacetylase 5,1,0.552,0.769
7152,10016,PDCD6,programmed cell death 6,0.0088799,0.653,0.5
7154,10018,BCL2L11,BCL2 like 11,0.88857,0.51,0.731
7155,10019,SH2B3,SH2B adaptor protein 3,0.00010289,0.527,0.692
